source,bias,factual_reporting,country,media_type,popularity,mbfc_credibility_rating
emptywheel.net,left-center,high,usa (44/180 press freedom),website,medium traffic,high credibility
justsecurity.org,left-center,high,usa (45/180 press freedom),organization/foundation,medium traffic,high credibility
koco.com,left-center,high,usa (44/180 press freedom),tv station,medium traffic,high credibility
kurdistan24.net,left-center,mixed,usa (44/180 press freedom),website,medium traffic,medium credibility
latintimes.com,left-center,high,usa (44/180 press freedom),website,medium traffic,high credibility
kentucky.com,left-center,high,usa (45/180 press freedom),newspaper,medium traffic,high credibility
lifehacker.com,left-center,mixed,usa (44/180 press freedom),website,high traffic,high credibility
mediafiledc.com,left-center,high,usa (44/180 press freedom),newspaper,minimal traffic,high credibility
metro.us,left-center,high,usa (45/180 press freedom),newspaper,minimal traffic,high credibility
jsonline.com,left-center,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
startribune.com,left-center,high,usa (44/180 press freedom),newspaper,high traffic,high credibility
natmonitor.com,left-center,high,usa (44/180 press freedom),website,minimal traffic,high credibility
newsandguts.com,left-center,mixed,usa (44/180 press freedom),website,medium traffic,high credibility
niskanencenter.org,left-center,high,usa (44/180 press freedom),organization/foundation,mediumtraffic,high credibility
openthegovernment.org,left-center,mixed,usa (45/180 press freedom),organization/foundation,minimal traffic,medium credibility
outsidethebeltway.com,left-center,high,usa (44/180 press freedom),website,minimal traffic,high credibility
ozy.com,left-center,high,usa (44/180 press freedom),website,medium traffic,high credibility
positive.news,left-center,high,united kingdom (33/180 press freedom),magazine,minimal traffic,high credibility
relevantmagazine.com,left-center,high,usa (44/180 press freedom),magazine,medium traffic,high credibility
religionnews.com,left-center,high,usa (44/180 press freedom),organization/foundation,medium traffic,high credibility
sacbee.com,left-center,high,usa (44/180 press freedom),newspaper,high traffic,high credibility
sfchronicle.com,left-center,high,usa (44/180 press freedom),newspaper,high traffic,high credibility
mercurynews.com,left-center,high,usa (44/180 press freedom),newspaper,high traffic,high credibility
independent.com,left-center,high,usa (44/180 press freedom),website,medium traffic,high credibility
saudigazette.com.sa,left-center,mixed,saudi arabia (170/180 press freedom),newspaper,medium traffic,medium credibility
sfgate.com,left-center,high,usa (44/180 press freedom),website,high traffic,high credibility
sojo.net,left-center,high,usa (45/180 press freedom),organization/foundation,medium traffic,high credibility
sootoday.com,left-center,high,canada (14/180 press freedom),website,medium traffic,high credibility
spiegel.de,left-center,high,germany (11/180 press freedom),website,high traffic,high credibility
statnews.com,left-center,high,usa (44/180 press freedom),website,high traffic,high credibility
stepfeed.com,left-center,mixed,united arab emirates (132/180 press freedom),website,medium traffic,medium credibility
syriahr.com,left-center,mixed,usa (45/180 press freedom),organization/foundation,medium traffic,high credibility
taxjustice.net,left-center,high,united kingdom (33/180 press freedom),organization/foundation,minimal traffic,high credibility
taxpolicycenter.org,left-center,high,usa (44/180 press freedom),organization/foundation,medium traffic,high credibility
techcrunch.com,left-center,high,usa (44/180 press freedom),website,high traffic,high credibility
texasmonthly.com,left-center,high,usa (44/180 press freedom),magazine,medium traffic,high credibility
augustachronicle.com,left-center,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
thebureauinvestigates.com,left-center,high,united kingdom (35/180 press freedom),organization/foundation,medium traffic,high credibility
thecitizen.org.au,left-center,high,australia (26/180 press freedom),organization/foundation,minimal traffic,high credibility
courier-journal.com,left-center,high,usa (45/180 press freedom),newspaper,medium traffic,high credibility
daltondailycitizen.com,left-center,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
dailyhive.com,left-center,mixed,canada (14/180 press freedom),website,high traffic,high credibility
dailytarheel.com,left-center,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
theday.com,left-center,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
ecfr.eu,left-center,high,germany (13/180 press freedom),organization/foundation,medium traffic,high credibility
heraldnet.com,left-center,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
indianexpress.com,left-center,mixed,india (142/180 press freedom),newspaper,high traffic,medium credibility
alaraby.co.uk,left-center,mixed,united kingdom(33/180 press freedom),website,medium traffic,high credibility
thenewtropic.com,left-center,high,usa (44/180 press freedom),website,minimal traffic,high credibility
thecjn.ca,right-center,high,canada (14/180 press freedom),organization/foundation,minimal traffic,high credibility
taxpayer.com,right-center,high,canada (14/180 press freedom),organization/foundation,medium traffic,high credibility
detroitnews.com,right-center,high,usa (44/180 press freedom),newspaper,high traffic,high credibility
justfactsdaily.com,right-center,mixed,usa (44/180 press freedom),website,minimal traffic,medium credibility
koreaherald.com,right-center,mixed,south korea (42/180 press freedom),newspaper,medium traffic,high credibility
reviewjournal.com,right-center,high,usa (44/180 press freedom),newspaper,high traffic,high credibility
nikkei.com,right-center,high,japan (67/180 press freedom),magazine,high traffic,high credibility
ottawacitizen.com,right-center,high,canada (14/180 press freedom),newspaper,medium traffic,high credibility
post-gazette.com,right-center,high,usa (44/180 press freedom),newspaper,high traffic,high credibility
triblive.com,right-center,high,usa (44/180 press freedom),newspaper,high traffic,high credibility
rstreet.org,right-center,high,usa (44/180 press freedom),organization/foundation,minimal traffic,high credibility
realclearinvestigations.com,right-center,mixed,usa (44/180 press freedom),website,medium traffic,high credibility
valleynewslive.com,neutral,high,usa (45/180 press freedom),tv station,medium traffic,high credibility
remingtonresearchgroup.com,right-center,high,usa (44/180 press freedom),website,minimal traffic,high credibility
republicworld.com,right-center,mixed,india (142/180 press freedom),tv station,high traffic,low credibility
sofrep.com,right-center,mixed,usa (45/180 press freedom),website,medium traffic,high credibility
twincities.com,right-center,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
studentnewsdaily.com,right-center,mixed,usa (45/180 press freedom),organization/foundation,minimal traffic,medium credibility
tallahassee.com,right-center,high,usa (45/180 press freedom),website,,high credibility
thebrunswicknews.com,right-center,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
citizen.co.za,right-center,high,south africa (32/180 press freedom),newspaper,medium traffic,high credibility
jpost.com,right-center,high,israel,newspaper,high traffic,high credibility
jewishpress.com,right-center,high,usa (45/180 press freedom),newspaper,medium traffic,high credibility
nation.com.pk,right-center,mixed,pakistan (145/180 press freedom),newspaper,medium traffic,medium credibility
thenewatlantis.com,right-center,high,usa (44/180 press freedom),journal,minimal traffic,high credibility
altnewsmedia.net,right,mixed,united kingdom (33/180 press freedom),website,minimal traffic,low credibility
bizpacreview.com,right,mixed,usa (44/180 press freedom),website,medium traffic,medium credibility
dailyreckoning.com,right,mixed,usa (44/180 press freedom),website,medium traffic,medium credibility
intellectualtakeout.org,right,mixed,usa (44/180 press freedom),organization/foundation,medium traffic,high credibility
investors.com,right,mixed,usa (45/180 press freedom),newspaper,high traffic,medium credibility
legalinsurrection.com,right,mixed,usa (44/180 press freedom),website,medium traffic,high credibility
manhattan-institute.org,right,mixed,usa (44/180 press freedom),organization/foundation,medium traffic,medium credibility
nationalreview.com,right,mixed,usa (44/180 press freedom),magazine,high traffic,high credibility
openvaers.com,right,mixed,unknown,website,medium traffic,medium credibility
ricochet.com,right,mixed,usa (44/180 press freedom),website,minimal traffic,medium credibility
sentinelksmo.org,right,mixed,usa (44/180 press freedom),organization/foundation,minimal traffic,medium credibility
sbgi.net,right,mixed,usa (44/180 press freedom),tv stations,high traffic,medium credibility
spiked-online.com,right,mixed,united kingdom (33/180 press freedom),magazine,medium traffic,medium credibility
americanmind.org,right-center,mixed,usa (44/180 press freedom),website,medium traffic,medium credibility
conservativewoman.co.uk,right,mixed,united kingdom (33/180 press freedom),website,medium traffic,medium credibility
activistpost.com,left,low,unknown,website,medium traffic,low credibility
geopolitics.co,left-center,mixed,usa (45/180 press freedom),website,minimal traffic,low credibility
jesus-is-savior.com,right,low,usa (44/180 press freedom),website,medium traffic,low credibility
mediafactwatch.com,right,low,usa (44/180 press freedom),website,minimal traffic,low credibility
naturalsociety.com,left,mixed,usa (44/180 press freedom),website,minimal traffic,low credibility
neonnettle.com,right,low,united kingdom (35/180 press freedom),website,medium traffic,low credibility
newamericannews.com,right,low,usa (45/180 press freedom),website,minimal traffic,low credibility
qanon.pub,right,low,usa (44/180 press freedom),website,medium traffic,low credibility
realnews24.com,left,low,germany (13/180 press freedom),website,minimal traffic,low credibility
redoubtnews.com,right,mixed,usa (45/180 press freedom),website,minimal traffic,low credibility
rense.com,right,low,usa (44/180 press freedom),website,medium traffic,low credibility
space.news,right,low,usa (44/180 press freedom),website,minimal traffic,low credibility
swprs.org,right,mixed,unknown,website,medium traffic,low credibility
theautomaticearth.com,right,low,usa (44/180 press freedom),website,minimal traffic,low credibility
corbettreport.com,right,low,japan (66/180 press freedom),website,medium traffic,low credibility
eutimes.net,right,low,unknown,website,minimal traffic,low credibility
thefullertoninformer.com,right,low,usa (44/180 press freedom),website,minimal traffic,low credibility
thelibertybeacon.com,right,low,usa (44/180 press freedom),website,medium traffic,low credibility
whatreallyhappened.com,right,low,usa (44/180 press freedom),website,medium traffic,low credibility
worlddoctorsalliance.com,right,low,unknown,organization/foundation,minimal traffic,low credibility
